Step       0 (g0.0+d0.0)s         | [D] min: 0.00       max: 0.00      | [R_te] min: 9.98           max: 10.00          Avg: 9.99 (0.00)          | w_noise: 0.36788
Step  295000 (g2.8+d8.8)s         | [D] min: 0.51       max: 4.27      | [R_te] min: 423.08         max: 547.23         Avg: 509.19 (11.07)       | w_noise: 0.03096
Step  300000 (g5.0+d8.5)s         | [D] min: 0.50       max: 3.23      | [R_te] min: 414.63         max: 608.27         Avg: 537.75 (18.21)       | w_noise: 0.03093
Step  305000 (g5.8+d10.0)s        | [D] min: 0.36       max: 3.90      | [R_te] min: 347.90         max: 740.16         Avg: 570.18 (37.11)       | w_noise: 0.03089
Step  310000 (g6.8+d9.2)s         | [D] min: 0.60       max: 3.25      | [R_te] min: 408.44         max: 667.50         Avg: 527.31 (25.88)       | w_noise: 0.03085
Step  315000 (g5.0+d9.9)s         | [D] min: 0.60       max: 4.06      | [R_te] min: 476.43         max: 665.71         Avg: 561.48 (20.68)       | w_noise: 0.03080
Step  320000 (g3.6+d8.4)s         | [D] min: 0.44       max: 3.38      | [R_te] min: 500.92         max: 729.81         Avg: 596.46 (27.31)       | w_noise: 0.03076
Step  325000 (g3.4+d8.0)s         | [D] min: 0.54       max: 3.95      | [R_te] min: 576.75         max: 733.41         Avg: 643.56 (13.67)       | w_noise: 0.03077
Step  330000 (g2.6+d6.9)s         | [D] min: 0.50       max: 3.72      | [R_te] min: 482.36         max: 713.23         Avg: 584.39 (24.91)       | w_noise: 0.03075
Step  335000 (g4.0+d8.9)s         | [D] min: 0.45       max: 3.22      | [R_te] min: 513.18         max: 666.48         Avg: 570.76 (13.43)       | w_noise: 0.03074
Step  340000 (g6.6+d9.9)s         | [D] min: 0.41       max: 3.78      | [R_te] min: 320.11         max: 644.99         Avg: 509.50 (27.11)       | w_noise: 0.03074
Step  345000 (g5.6+d11.3)s        | [D] min: 0.31       max: 3.74      | [R_te] min: 362.00         max: 625.61         Avg: 506.33 (22.43)       | w_noise: 0.03068
Step  350000 (g4.0+d8.2)s         | [D] min: 0.50       max: 3.27      | [R_te] min: 285.64         max: 690.56         Avg: 546.70 (31.07)       | w_noise: 0.03065
Step  355000 (g5.8+d9.1)s         | [D] min: 0.49       max: 3.49      | [R_te] min: 569.09         max: 730.27         Avg: 653.03 (14.45)       | w_noise: 0.03074
Step  360000 (g5.6+d8.0)s         | [D] min: 0.56       max: 3.18      | [R_te] min: 437.02         max: 695.91         Avg: 580.71 (27.44)       | w_noise: 0.03072
Step  365000 (g2.3+d6.1)s         | [D] min: 0.43       max: 3.64      | [R_te] min: 573.13         max: 716.68         Avg: 638.42 (17.05)       | w_noise: 0.03068
Step  370000 (g3.5+d8.4)s         | [D] min: 0.44       max: 3.51      | [R_te] min: 469.20         max: 758.75         Avg: 568.99 (38.72)       | w_noise: 0.03068
Step  375000 (g4.8+d7.6)s         | [D] min: 0.52       max: 3.34      | [R_te] min: 433.27         max: 760.08         Avg: 524.24 (30.38)       | w_noise: 0.03071
Step  380000 (g5.4+d9.6)s         | [D] min: 0.55       max: 3.93      | [R_te] min: 406.18         max: 764.17         Avg: 534.77 (32.84)       | w_noise: 0.03067
Step  385000 (g5.8+d8.7)s         | [D] min: 0.42       max: 3.46      | [R_te] min: 345.76         max: 762.12         Avg: 598.27 (45.76)       | w_noise: 0.03067
Step  390000 (g4.9+d7.1)s         | [D] min: 0.45       max: 3.54      | [R_te] min: 516.04         max: 760.55         Avg: 705.33 (28.34)       | w_noise: 0.03071
Step  395000 (g6.3+d8.1)s         | [D] min: 0.56       max: 3.61      | [R_te] min: 528.45         max: 675.08         Avg: 602.56 (18.04)       | w_noise: 0.03067
Step  400000 (g8.5+d10.4)s        | [D] min: 0.36       max: 3.46      | [R_te] min: 469.80         max: 757.72         Avg: 662.92 (35.75)       | w_noise: 0.03066
Step  405000 (g6.0+d8.5)s         | [D] min: 0.46       max: 3.29      | [R_te] min: 486.60         max: 789.22         Avg: 623.01 (30.23)       | w_noise: 0.03067
Step  410000 (g4.8+d7.4)s         | [D] min: 0.57       max: 3.23      | [R_te] min: 451.52         max: 769.94         Avg: 612.52 (31.81)       | w_noise: 0.03064
Step  415000 (g4.1+d8.7)s         | [D] min: 0.66       max: 3.76      | [R_te] min: 469.40         max: 678.23         Avg: 552.36 (21.03)       | w_noise: 0.03065
Step  420000 (g3.2+d7.0)s         | [D] min: 0.56       max: 3.37      | [R_te] min: 516.96         max: 743.51         Avg: 629.03 (19.81)       | w_noise: 0.03061
Step  425000 (g4.3+d8.3)s         | [D] min: 0.47       max: 3.42      | [R_te] min: 433.41         max: 756.65         Avg: 562.42 (33.58)       | w_noise: 0.03062
Step  430000 (g5.5+d9.6)s         | [D] min: 0.57       max: 3.39      | [R_te] min: 373.26         max: 720.48         Avg: 602.83 (32.78)       | w_noise: 0.03064
Step  435000 (g2.3+d5.9)s         | [D] min: 0.50       max: 4.01      | [R_te] min: 384.97         max: 751.58         Avg: 576.64 (34.26)       | w_noise: 0.03058
Step  440000 (g2.7+d7.3)s         | [D] min: 0.75       max: 3.76      | [R_te] min: 464.07         max: 806.50         Avg: 670.09 (34.99)       | w_noise: 0.03059
Step  445000 (g2.5+d6.0)s         | [D] min: 0.46       max: 3.42      | [R_te] min: 386.07         max: 722.19         Avg: 496.97 (28.93)       | w_noise: 0.03060
Step  450000 (g4.3+d7.1)s         | [D] min: 0.33       max: 3.82      | [R_te] min: 487.60         max: 732.73         Avg: 646.62 (23.87)       | w_noise: 0.03063
Step  455000 (g3.6+d7.4)s         | [D] min: 0.56       max: 3.66      | [R_te] min: 380.92         max: 681.60         Avg: 480.55 (29.24)       | w_noise: 0.03065
Step  460000 (g5.8+d8.4)s         | [D] min: 0.43       max: 3.66      | [R_te] min: 450.21         max: 595.00         Avg: 490.70 (13.21)       | w_noise: 0.03061
Step  465000 (g6.6+d11.1)s        | [D] min: 0.51       max: 4.57      | [R_te] min: 459.54         max: 695.67         Avg: 556.38 (24.37)       | w_noise: 0.03061
Step  470000 (g7.0+d10.1)s        | [D] min: 0.66       max: 3.32      | [R_te] min: 433.27         max: 707.05         Avg: 552.44 (28.55)       | w_noise: 0.03060
Step  475000 (g6.3+d10.8)s        | [D] min: 0.45       max: 3.82      | [R_te] min: 487.79         max: 736.85         Avg: 601.42 (24.46)       | w_noise: 0.03062
Step  480000 (g4.8+d8.2)s         | [D] min: 0.58       max: 3.35      | [R_te] min: 580.80         max: 775.50         Avg: 675.80 (17.15)       | w_noise: 0.03058
Step  485000 (g4.4+d7.0)s         | [D] min: 0.61       max: 3.75      | [R_te] min: 590.16         max: 787.78         Avg: 690.34 (17.42)       | w_noise: 0.03059
Step  490000 (g7.8+d10.4)s        | [D] min: 0.55       max: 4.01      | [R_te] min: 422.34         max: 776.89         Avg: 604.72 (37.42)       | w_noise: 0.03070
Step  495000 (g4.5+d7.8)s         | [D] min: 0.50       max: 3.73      | [R_te] min: 620.41         max: 776.04         Avg: 728.84 (15.26)       | w_noise: 0.03059
Step  500000 (g6.3+d10.1)s        | [D] min: 0.51       max: 3.61      | [R_te] min: 552.53         max: 779.73         Avg: 683.79 (24.96)       | w_noise: 0.03066
Step  505000 (g7.7+d10.0)s        | [D] min: 0.45       max: 3.84      | [R_te] min: 464.96         max: 734.94         Avg: 657.19 (24.54)       | w_noise: 0.03060
Step  510000 (g7.0+d9.0)s         | [D] min: 0.50       max: 3.89      | [R_te] min: 577.31         max: 802.00         Avg: 686.68 (19.92)       | w_noise: 0.03054
Step  515000 (g5.1+d8.6)s         | [D] min: 0.30       max: 4.29      | [R_te] min: 563.34         max: 786.01         Avg: 659.22 (22.33)       | w_noise: 0.03056
Step  520000 (g3.0+d7.9)s         | [D] min: 0.86       max: 3.86      | [R_te] min: 238.82         max: 643.32         Avg: 516.95 (33.87)       | w_noise: 0.03053
Step  525000 (g4.5+d8.2)s         | [D] min: 0.64       max: 3.96      | [R_te] min: 537.02         max: 758.73         Avg: 631.84 (25.58)       | w_noise: 0.03056
Step  530000 (g7.3+d11.1)s        | [D] min: 0.57       max: 4.43      | [R_te] min: 477.63         max: 666.59         Avg: 597.28 (15.93)       | w_noise: 0.03057
Step  535000 (g2.0+d6.5)s         | [D] min: 0.44       max: 3.94      | [R_te] min: 545.28         max: 779.19         Avg: 642.64 (25.78)       | w_noise: 0.03060
Step  540000 (g7.4+d9.2)s         | [D] min: 0.47       max: 4.31      | [R_te] min: 508.04         max: 686.13         Avg: 577.14 (17.31)       | w_noise: 0.03061
Step  545000 (g9.3+d10.9)s        | [D] min: 0.66       max: 4.02      | [R_te] min: 375.12         max: 769.99         Avg: 581.39 (47.56)       | w_noise: 0.03066
Step  550000 (g5.5+d5.3)s         | [D] min: 0.42       max: 3.86      | [R_te] min: 440.85         max: 675.16         Avg: 594.26 (19.40)       | w_noise: 0.03062
Step  555000 (g6.7+d9.3)s         | [D] min: 0.36       max: 3.74      | [R_te] min: 404.16         max: 677.82         Avg: 570.51 (24.86)       | w_noise: 0.03060
Step  560000 (g6.4+d7.9)s         | [D] min: 0.62       max: 4.06      | [R_te] min: 119.93         max: 753.82         Avg: 555.35 (50.98)       | w_noise: 0.03055
Step  565000 (g2.9+d5.7)s         | [D] min: 0.56       max: 3.63      | [R_te] min: 469.15         max: 674.89         Avg: 546.11 (19.89)       | w_noise: 0.03057
Step  570000 (g3.9+d8.1)s         | [D] min: 0.39       max: 3.50      | [R_te] min: 291.80         max: 728.58         Avg: 602.18 (36.95)       | w_noise: 0.03059
Step  575000 (g5.9+d9.6)s         | [D] min: 0.35       max: 4.22      | [R_te] min: 499.77         max: 753.54         Avg: 607.25 (20.61)       | w_noise: 0.03061
Step  580000 (g3.3+d7.1)s         | [D] min: 0.47       max: 4.03      | [R_te] min: 482.07         max: 676.23         Avg: 583.14 (19.68)       | w_noise: 0.03055
Step  585000 (g4.1+d9.0)s         | [D] min: 0.39       max: 3.91      | [R_te] min: 392.91         max: 688.38         Avg: 584.11 (34.53)       | w_noise: 0.03058
Step  590000 (g3.3+d7.2)s         | [D] min: 0.38       max: 4.20      | [R_te] min: 160.14         max: 756.59         Avg: 597.75 (50.41)       | w_noise: 0.03058
Step  595000 (g7.0+d9.0)s         | [D] min: 0.62       max: 4.16      | [R_te] min: 142.56         max: 766.33         Avg: 567.04 (56.49)       | w_noise: 0.03067
Step  600000 (g6.2+d10.6)s        | [D] min: 0.42       max: 4.41      | [R_te] min: 401.78         max: 667.44         Avg: 552.52 (23.78)       | w_noise: 0.03057
Step  605000 (g6.2+d8.2)s         | [D] min: 0.45       max: 3.84      | [R_te] min: 463.62         max: 689.14         Avg: 559.17 (23.90)       | w_noise: 0.03058
Step  610000 (g5.1+d8.4)s         | [D] min: 0.43       max: 4.43      | [R_te] min: 107.84         max: 752.42         Avg: 537.51 (54.59)       | w_noise: 0.03058
Step  615000 (g8.3+d10.6)s        | [D] min: 0.37       max: 3.93      | [R_te] min: 257.59         max: 675.85         Avg: 496.59 (38.08)       | w_noise: 0.03057
Step  620000 (g7.5+d8.6)s         | [D] min: 0.33       max: 4.18      | [R_te] min: 330.36         max: 679.36         Avg: 536.63 (34.93)       | w_noise: 0.03063
Step  625000 (g8.9+d9.1)s         | [D] min: 0.52       max: 4.07      | [R_te] min: 510.05         max: 631.45         Avg: 575.81 (11.42)       | w_noise: 0.03060
Step  630000 (g6.1+d7.5)s         | [D] min: 0.34       max: 4.25      | [R_te] min: 131.89         max: 628.96         Avg: 480.87 (40.86)       | w_noise: 0.03056
Step  635000 (g8.3+d12.6)s        | [D] min: 0.47       max: 4.38      | [R_te] min: 454.35         max: 645.40         Avg: 549.57 (21.71)       | w_noise: 0.03054
Step  640000 (g6.0+d10.2)s        | [D] min: 0.57       max: 4.18      | [R_te] min: 477.48         max: 704.91         Avg: 568.93 (25.15)       | w_noise: 0.03056
Step  645000 (g2.8+d5.5)s         | [D] min: 0.47       max: 4.31      | [R_te] min: 524.97         max: 694.52         Avg: 598.31 (16.87)       | w_noise: 0.03059
Step  650000 (g6.3+d6.7)s         | [D] min: 0.43       max: 4.43      | [R_te] min: 486.14         max: 748.61         Avg: 606.92 (24.33)       | w_noise: 0.03061
Step  655000 (g3.3+d7.8)s         | [D] min: 0.58       max: 3.93      | [R_te] min: 122.32         max: 704.12         Avg: 509.42 (62.74)       | w_noise: 0.03059
Step  660000 (g4.5+d8.0)s         | [D] min: 0.52       max: 3.98      | [R_te] min: 544.44         max: 656.69         Avg: 612.34 (12.44)       | w_noise: 0.03058
Step  665000 (g7.6+d7.6)s         | [D] min: 0.51       max: 3.95      | [R_te] min: 518.92         max: 742.15         Avg: 604.75 (18.29)       | w_noise: 0.03056
Step  670000 (g6.9+d9.3)s         | [D] min: 0.42       max: 4.36      | [R_te] min: 558.54         max: 651.37         Avg: 598.16 (10.58)       | w_noise: 0.03053
Step  675000 (g6.5+d8.2)s         | [D] min: 0.52       max: 3.54      | [R_te] min: 456.40         max: 713.31         Avg: 635.19 (22.75)       | w_noise: 0.03052
Step  680000 (g5.4+d8.6)s         | [D] min: 0.36       max: 4.01      | [R_te] min: 576.41         max: 732.65         Avg: 646.72 (13.92)       | w_noise: 0.03053
Step  685000 (g5.7+d9.0)s         | [D] min: 0.25       max: 4.20      | [R_te] min: 536.87         max: 736.33         Avg: 644.56 (15.94)       | w_noise: 0.03055
Step  690000 (g2.9+d7.9)s         | [D] min: 0.50       max: 4.17      | [R_te] min: 472.64         max: 730.59         Avg: 615.74 (22.19)       | w_noise: 0.03054
Step  695000 (g5.0+d9.1)s         | [D] min: 0.48       max: 3.63      | [R_te] min: 557.17         max: 691.43         Avg: 613.58 (13.16)       | w_noise: 0.03055
Step  700000 (g4.1+d7.0)s         | [D] min: 0.39       max: 3.96      | [R_te] min: 534.50         max: 758.52         Avg: 631.75 (19.73)       | w_noise: 0.03056
Step  705000 (g4.9+d10.0)s        | [D] min: 0.50       max: 3.79      | [R_te] min: 575.67         max: 677.70         Avg: 618.02 (12.53)       | w_noise: 0.03058
Step  710000 (g3.1+d6.7)s         | [D] min: 0.44       max: 4.52      | [R_te] min: 432.07         max: 690.24         Avg: 585.56 (21.48)       | w_noise: 0.03052
Step  715000 (g6.7+d9.9)s         | [D] min: 0.24       max: 4.14      | [R_te] min: 392.84         max: 687.26         Avg: 578.09 (28.17)       | w_noise: 0.03047
Step  720000 (g7.9+d9.1)s         | [D] min: 0.35       max: 4.42      | [R_te] min: 452.69         max: 669.35         Avg: 557.38 (18.47)       | w_noise: 0.03052
Step  725000 (g5.2+d9.5)s         | [D] min: 0.48       max: 3.74      | [R_te] min: 403.29         max: 716.09         Avg: 561.44 (31.21)       | w_noise: 0.03062
Step  730000 (g5.1+d10.1)s        | [D] min: 0.51       max: 4.13      | [R_te] min: 442.07         max: 657.38         Avg: 579.85 (24.14)       | w_noise: 0.03061
Step  735000 (g3.9+d6.8)s         | [D] min: 0.37       max: 3.52      | [R_te] min: 91.88          max: 673.30         Avg: 534.05 (49.93)       | w_noise: 0.03059
Step  740000 (g3.6+d7.2)s         | [D] min: 0.50       max: 3.23      | [R_te] min: 84.99          max: 669.70         Avg: 535.57 (50.84)       | w_noise: 0.03054
Step  745000 (g3.1+d7.7)s         | [D] min: 0.49       max: 4.17      | [R_te] min: 413.73         max: 737.23         Avg: 590.18 (30.70)       | w_noise: 0.03051
Step  750000 (g7.8+d9.6)s         | [D] min: 0.46       max: 4.21      | [R_te] min: 85.56          max: 664.43         Avg: 490.96 (67.73)       | w_noise: 0.03053
Step  755000 (g7.6+d10.5)s        | [D] min: 0.50       max: 3.95      | [R_te] min: 78.66          max: 688.98         Avg: 489.21 (66.50)       | w_noise: 0.03058
Step  760000 (g5.9+d8.8)s         | [D] min: 0.35       max: 3.46      | [R_te] min: 84.71          max: 660.31         Avg: 518.08 (52.96)       | w_noise: 0.03054
Step  765000 (g7.8+d9.6)s         | [D] min: 0.38       max: 3.83      | [R_te] min: 74.21          max: 688.01         Avg: 547.18 (53.93)       | w_noise: 0.03049
Step  770000 (g6.8+d11.6)s        | [D] min: 0.55       max: 3.99      | [R_te] min: 524.81         max: 762.56         Avg: 648.44 (21.03)       | w_noise: 0.03052
Step  775000 (g4.1+d6.9)s         | [D] min: 0.46       max: 3.87      | [R_te] min: 483.93         max: 775.92         Avg: 612.47 (23.74)       | w_noise: 0.03051
Step  780000 (g6.6+d13.3)s        | [D] min: 0.37       max: 3.81      | [R_te] min: 494.11         max: 667.70         Avg: 593.99 (17.67)       | w_noise: 0.03052
Step  785000 (g2.6+d7.4)s         | [D] min: 0.31       max: 3.95      | [R_te] min: 556.42         max: 701.46         Avg: 616.79 (13.86)       | w_noise: 0.03053
Step  790000 (g2.6+d7.0)s         | [D] min: 0.57       max: 3.85      | [R_te] min: 72.32          max: 668.91         Avg: 554.41 (53.81)       | w_noise: 0.03056
Step  795000 (g5.6+d8.6)s         | [D] min: 0.31       max: 4.25      | [R_te] min: 490.14         max: 754.13         Avg: 594.12 (27.22)       | w_noise: 0.03050
Step  800000 (g7.6+d10.1)s        | [D] min: 0.44       max: 3.96      | [R_te] min: 83.04          max: 654.51         Avg: 527.47 (49.59)       | w_noise: 0.03048
Step  805000 (g5.9+d8.1)s         | [D] min: 0.57       max: 3.60      | [R_te] min: 456.87         max: 666.53         Avg: 571.43 (20.27)       | w_noise: 0.03053
Step  810000 (g6.6+d8.6)s         | [D] min: 0.42       max: 4.24      | [R_te] min: 503.70         max: 737.17         Avg: 603.10 (23.51)       | w_noise: 0.03054
Step  815000 (g4.4+d10.3)s        | [D] min: 0.49       max: 3.82      | [R_te] min: 503.20         max: 663.46         Avg: 570.50 (16.01)       | w_noise: 0.03055
Step  820000 (g4.7+d8.8)s         | [D] min: 0.49       max: 3.76      | [R_te] min: 488.30         max: 689.27         Avg: 600.68 (17.45)       | w_noise: 0.03050
