Step       0 (g0.0+d0.0)s         | [D] min: 0.00       max: 0.00      | [R_te] min: 9.98           max: 9.99           Avg: 9.99 (0.00)          | w_noise: 0.36788
Step   60000 (g6.8+d11.1)s        | [D] min: 1.12       max: 3.31      | [R_te] min: 287.89         max: 498.72         Avg: 365.32 (24.58)       | w_noise: 0.17729
Step   65000 (g7.7+d10.3)s        | [D] min: 1.07       max: 3.89      | [R_te] min: 350.36         max: 612.81         Avg: 502.57 (23.85)       | w_noise: 0.16439
Step   70000 (g5.1+d9.6)s         | [D] min: 0.99       max: 3.61      | [R_te] min: 461.95         max: 586.08         Avg: 543.89 (14.50)       | w_noise: 0.15250
Step   75000 (g5.5+d9.5)s         | [D] min: 1.02       max: 3.89      | [R_te] min: 441.22         max: 681.70         Avg: 492.51 (20.23)       | w_noise: 0.14169
Step   80000 (g5.1+d8.5)s         | [D] min: 1.06       max: 3.36      | [R_te] min: 348.27         max: 790.13         Avg: 559.71 (47.52)       | w_noise: 0.13178
Step   85000 (g3.7+d8.7)s         | [D] min: 1.07       max: 3.84      | [R_te] min: 437.59         max: 721.18         Avg: 582.41 (33.76)       | w_noise: 0.12274
Step   90000 (g5.0+d9.1)s         | [D] min: 1.13       max: 3.49      | [R_te] min: 489.40         max: 599.62         Avg: 538.64 (13.22)       | w_noise: 0.11441
Step   95000 (g4.3+d8.1)s         | [D] min: 1.07       max: 3.59      | [R_te] min: 2.49           max: 645.36         Avg: 138.69 (76.36)       | w_noise: 0.10680
Step  100000 (g3.0+d7.7)s         | [D] min: 1.05       max: 3.57      | [R_te] min: -0.54          max: 498.18         Avg: 103.64 (62.12)       | w_noise: 0.09987
Step  105000 (g6.4+d11.0)s        | [D] min: 1.14       max: 3.82      | [R_te] min: 8.02           max: 480.04         Avg: 72.27 (43.21)        | w_noise: 0.09346
Step  110000 (g4.5+d8.2)s         | [D] min: 1.41       max: 4.12      | [R_te] min: -1.76          max: 499.42         Avg: 102.13 (52.66)       | w_noise: 0.08760
Step  115000 (g3.4+d8.3)s         | [D] min: 0.95       max: 3.86      | [R_te] min: 9.54           max: 577.20         Avg: 362.25 (61.11)       | w_noise: 0.08225
Step  120000 (g4.2+d10.4)s        | [D] min: 1.08       max: 3.65      | [R_te] min: -8.02          max: 529.15         Avg: 399.43 (47.44)       | w_noise: 0.07738
Step  125000 (g7.2+d8.7)s         | [D] min: 1.52       max: 3.99      | [R_te] min: 4.20           max: 598.14         Avg: 439.96 (65.70)       | w_noise: 0.07284
Step  130000 (g2.8+d7.8)s         | [D] min: 1.02       max: 3.79      | [R_te] min: 389.28         max: 621.31         Avg: 472.53 (22.84)       | w_noise: 0.06869
Step  135000 (g4.3+d8.0)s         | [D] min: 1.21       max: 3.64      | [R_te] min: 15.33          max: 570.04         Avg: 190.40 (67.75)       | w_noise: 0.06491
Step  140000 (g7.1+d8.4)s         | [D] min: 1.46       max: 3.94      | [R_te] min: 373.31         max: 564.58         Avg: 404.46 (17.18)       | w_noise: 0.06148
Step  145000 (g9.3+d8.9)s         | [D] min: 1.44       max: 3.97      | [R_te] min: 452.20         max: 562.21         Avg: 479.34 (8.99)        | w_noise: 0.05841
Step  150000 (g5.3+d9.9)s         | [D] min: 1.27       max: 3.87      | [R_te] min: 398.05         max: 645.29         Avg: 481.33 (24.88)       | w_noise: 0.05555
Step  155000 (g7.3+d10.1)s        | [D] min: 1.04       max: 4.01      | [R_te] min: -18.06         max: 469.56         Avg: 228.88 (65.94)       | w_noise: 0.05293
Step  160000 (g7.4+d8.9)s         | [D] min: 1.00       max: 4.01      | [R_te] min: 394.81         max: 474.24         Avg: 448.96 (8.20)        | w_noise: 0.05056
Step  165000 (g6.7+d10.2)s        | [D] min: 1.08       max: 3.68      | [R_te] min: 286.39         max: 539.28         Avg: 412.67 (20.69)       | w_noise: 0.04836
Step  170000 (g5.1+d9.8)s         | [D] min: 1.20       max: 3.61      | [R_te] min: 302.01         max: 458.34         Avg: 383.79 (14.72)       | w_noise: 0.04646
Step  175000 (g8.6+d8.9)s         | [D] min: 1.12       max: 3.78      | [R_te] min: 121.10         max: 471.15         Avg: 317.97 (34.87)       | w_noise: 0.04472
Step  180000 (g3.7+d6.9)s         | [D] min: 1.14       max: 3.78      | [R_te] min: 340.97         max: 385.73         Avg: 370.76 (3.63)        | w_noise: 0.04348
Step  185000 (g3.5+d6.5)s         | [D] min: 1.09       max: 4.10      | [R_te] min: 368.39         max: 540.26         Avg: 419.55 (18.25)       | w_noise: 0.04227
Step  190000 (g9.9+d9.6)s         | [D] min: 0.99       max: 4.05      | [R_te] min: 2.64           max: 398.48         Avg: 300.19 (45.89)       | w_noise: 0.04090
Step  195000 (g6.4+d8.8)s         | [D] min: 0.95       max: 4.11      | [R_te] min: 317.60         max: 504.24         Avg: 455.70 (16.13)       | w_noise: 0.03979
Step  200000 (g8.2+d9.1)s         | [D] min: 1.00       max: 4.11      | [R_te] min: -20.80         max: 553.40         Avg: 170.71 (73.48)       | w_noise: 0.03870
Step  205000 (g10.2+d10.0)s       | [D] min: 0.91       max: 4.04      | [R_te] min: -3.27          max: 558.89         Avg: 228.37 (70.64)       | w_noise: 0.03773
Step  210000 (g7.4+d9.3)s         | [D] min: 1.03       max: 4.15      | [R_te] min: 16.78          max: 483.98         Avg: 68.27 (43.84)        | w_noise: 0.03688
Step  215000 (g4.8+d7.6)s         | [D] min: 0.78       max: 4.08      | [R_te] min: 29.39          max: 475.74         Avg: 303.72 (51.27)       | w_noise: 0.03612
Step  220000 (g7.5+d9.3)s         | [D] min: 0.64       max: 3.78      | [R_te] min: 6.34           max: 577.53         Avg: 169.88 (70.76)       | w_noise: 0.03544
Step  225000 (g4.0+d7.1)s         | [D] min: 0.61       max: 3.87      | [R_te] min: 2.56           max: 493.99         Avg: 144.18 (59.05)       | w_noise: 0.03482
Step  230000 (g7.4+d11.1)s        | [D] min: 0.51       max: 3.91      | [R_te] min: 9.16           max: 470.20         Avg: 134.93 (42.47)       | w_noise: 0.03425
Step  235000 (g5.5+d7.7)s         | [D] min: 0.51       max: 4.07      | [R_te] min: -0.55          max: 406.82         Avg: 77.73 (37.17)        | w_noise: 0.03381
Step  240000 (g4.3+d8.2)s         | [D] min: 0.46       max: 3.52      | [R_te] min: 27.00          max: 397.17         Avg: 296.82 (33.80)       | w_noise: 0.03337
Step  245000 (g4.7+d10.9)s        | [D] min: 0.38       max: 3.87      | [R_te] min: -13.86         max: 378.35         Avg: 164.09 (47.16)       | w_noise: 0.03302
Step  250000 (g7.8+d10.0)s        | [D] min: 0.36       max: 3.87      | [R_te] min: 21.05          max: 476.71         Avg: 243.47 (46.30)       | w_noise: 0.03267
Step  255000 (g4.3+d8.6)s         | [D] min: 0.49       max: 4.05      | [R_te] min: 31.23          max: 574.63         Avg: 365.11 (50.33)       | w_noise: 0.03239
Step  260000 (g7.4+d10.1)s        | [D] min: 0.40       max: 3.81      | [R_te] min: 10.15          max: 465.76         Avg: 315.48 (39.49)       | w_noise: 0.03223
Step  265000 (g3.6+d7.9)s         | [D] min: 0.48       max: 3.67      | [R_te] min: 17.02          max: 491.79         Avg: 305.91 (52.39)       | w_noise: 0.03193
Step  270000 (g4.8+d9.8)s         | [D] min: 0.39       max: 3.41      | [R_te] min: 105.68         max: 545.01         Avg: 291.53 (47.99)       | w_noise: 0.03173
Step  275000 (g7.2+d11.3)s        | [D] min: 0.31       max: 4.03      | [R_te] min: 4.01           max: 566.83         Avg: 357.37 (55.53)       | w_noise: 0.03165
Step  280000 (g7.1+d8.4)s         | [D] min: 0.22       max: 4.37      | [R_te] min: -3.54          max: 478.40         Avg: 211.12 (60.51)       | w_noise: 0.03152
Step  285000 (g3.0+d7.2)s         | [D] min: 0.40       max: 4.41      | [R_te] min: 8.63           max: 518.84         Avg: 236.49 (68.06)       | w_noise: 0.03135
Step  290000 (g7.3+d9.3)s         | [D] min: 0.30       max: 3.94      | [R_te] min: -0.70          max: 540.64         Avg: 236.38 (62.25)       | w_noise: 0.03127
Step  295000 (g4.7+d8.0)s         | [D] min: 0.47       max: 3.51      | [R_te] min: -9.56          max: 465.45         Avg: 159.72 (62.85)       | w_noise: 0.03128
Step  300000 (g5.5+d9.3)s         | [D] min: 0.43       max: 3.66      | [R_te] min: 23.61          max: 532.85         Avg: 286.53 (63.41)       | w_noise: 0.03119
Step  305000 (g2.6+d6.2)s         | [D] min: 0.40       max: 4.04      | [R_te] min: 21.86          max: 474.83         Avg: 210.33 (54.66)       | w_noise: 0.03113
Step  310000 (g3.3+d6.8)s         | [D] min: 0.47       max: 3.54      | [R_te] min: 25.83          max: 577.40         Avg: 344.10 (63.91)       | w_noise: 0.03118
Step  315000 (g6.6+d9.6)s         | [D] min: 0.42       max: 3.64      | [R_te] min: 23.79          max: 554.39         Avg: 324.40 (64.97)       | w_noise: 0.03107
Step  320000 (g4.3+d8.1)s         | [D] min: 0.61       max: 3.91      | [R_te] min: 26.84          max: 583.96         Avg: 407.56 (59.70)       | w_noise: 0.03110
Step  325000 (g6.0+d8.4)s         | [D] min: 0.34       max: 3.70      | [R_te] min: 109.01         max: 581.60         Avg: 474.08 (41.12)       | w_noise: 0.03112
Step  330000 (g5.0+d7.8)s         | [D] min: 0.42       max: 3.77      | [R_te] min: 20.78          max: 614.21         Avg: 445.36 (63.99)       | w_noise: 0.03112
Step  335000 (g7.1+d8.7)s         | [D] min: 0.54       max: 3.48      | [R_te] min: 23.14          max: 582.34         Avg: 394.82 (76.51)       | w_noise: 0.03105
Step  340000 (g9.7+d10.2)s        | [D] min: 0.55       max: 3.49      | [R_te] min: 33.45          max: 640.88         Avg: 457.46 (69.11)       | w_noise: 0.03108
Step  345000 (g7.8+d9.0)s         | [D] min: 0.29       max: 3.56      | [R_te] min: 46.45          max: 604.80         Avg: 522.33 (50.69)       | w_noise: 0.03104
Step  350000 (g5.3+d9.0)s         | [D] min: 0.48       max: 3.69      | [R_te] min: 38.11          max: 588.48         Avg: 422.27 (61.59)       | w_noise: 0.03104
Step  355000 (g3.4+d7.8)s         | [D] min: 0.46       max: 3.61      | [R_te] min: 29.20          max: 627.14         Avg: 443.50 (66.01)       | w_noise: 0.03104
Step  360000 (g4.4+d7.4)s         | [D] min: 0.53       max: 3.24      | [R_te] min: 62.23          max: 604.53         Avg: 447.78 (51.60)       | w_noise: 0.03101
Step  365000 (g4.4+d7.9)s         | [D] min: 0.36       max: 3.59      | [R_te] min: 17.10          max: 617.44         Avg: 362.59 (86.30)       | w_noise: 0.03103
Step  370000 (g5.4+d9.2)s         | [D] min: 0.53       max: 3.68      | [R_te] min: 19.70          max: 601.84         Avg: 355.71 (69.51)       | w_noise: 0.03098
Step  375000 (g9.0+d10.4)s        | [D] min: 0.53       max: 3.16      | [R_te] min: -15.50         max: 502.12         Avg: 98.35 (58.46)        | w_noise: 0.03092
Step  380000 (g6.9+d8.8)s         | [D] min: 0.29       max: 3.91      | [R_te] min: -23.41         max: 534.56         Avg: 149.09 (65.41)       | w_noise: 0.03096
Step  385000 (g5.8+d7.7)s         | [D] min: 0.41       max: 3.37      | [R_te] min: -13.58         max: 121.97         Avg: 30.63 (15.83)        | w_noise: 0.03093
Step  390000 (g6.8+d8.1)s         | [D] min: 0.31       max: 3.61      | [R_te] min: -19.24         max: 453.28         Avg: 78.73 (41.84)        | w_noise: 0.03097
Step  395000 (g3.1+d7.9)s         | [D] min: 0.47       max: 4.23      | [R_te] min: -7.67          max: 17.67          Avg: 3.83 (2.21)          | w_noise: 0.03086
Step  400000 (g8.7+d9.9)s         | [D] min: 0.41       max: 4.37      | [R_te] min: -24.12         max: 556.29         Avg: 294.05 (79.96)       | w_noise: 0.03085
Step  405000 (g6.5+d7.0)s         | [D] min: 0.35       max: 4.00      | [R_te] min: 2.75           max: 733.36         Avg: 293.72 (80.65)       | w_noise: 0.03094
Step  410000 (g7.8+d9.5)s         | [D] min: 0.37       max: 3.96      | [R_te] min: -3.59          max: 522.39         Avg: 156.21 (67.39)       | w_noise: 0.03091
Step  415000 (g5.8+d6.8)s         | [D] min: 0.36       max: 3.89      | [R_te] min: -11.89         max: 666.44         Avg: 339.53 (79.08)       | w_noise: 0.03086
Step  420000 (g3.7+d7.2)s         | [D] min: 0.30       max: 4.06      | [R_te] min: -0.96          max: 552.65         Avg: 365.84 (74.17)       | w_noise: 0.03084
Step  425000 (g4.2+d7.8)s         | [D] min: 0.42       max: 3.83      | [R_te] min: -12.70         max: 659.02         Avg: 238.80 (91.55)       | w_noise: 0.03084
Step  430000 (g5.6+d7.6)s         | [D] min: 0.20       max: 3.42      | [R_te] min: 87.41          max: 537.39         Avg: 364.98 (40.46)       | w_noise: 0.03079
Step  435000 (g7.2+d9.1)s         | [D] min: 0.21       max: 4.00      | [R_te] min: 13.79          max: 586.30         Avg: 357.83 (67.95)       | w_noise: 0.03074
Step  440000 (g4.6+d7.4)s         | [D] min: 0.43       max: 3.77      | [R_te] min: -8.33          max: 660.57         Avg: 298.10 (84.13)       | w_noise: 0.03081
Step  445000 (g3.7+d7.6)s         | [D] min: 0.39       max: 3.82      | [R_te] min: 424.75         max: 684.44         Avg: 596.74 (23.06)       | w_noise: 0.03084
Step  450000 (g4.8+d8.2)s         | [D] min: 0.36       max: 3.68      | [R_te] min: 345.41         max: 685.85         Avg: 566.03 (27.76)       | w_noise: 0.03081
Step  455000 (g6.3+d9.1)s         | [D] min: 0.53       max: 3.28      | [R_te] min: 461.70         max: 649.25         Avg: 561.98 (22.65)       | w_noise: 0.03079
Step  460000 (g7.7+d10.6)s        | [D] min: 0.41       max: 3.56      | [R_te] min: 509.81         max: 611.85         Avg: 554.65 (8.47)        | w_noise: 0.03083
Step  465000 (g6.0+d7.8)s         | [D] min: 0.50       max: 3.37      | [R_te] min: -9.87          max: 639.77         Avg: 355.28 (90.13)       | w_noise: 0.03074
Step  470000 (g9.8+d9.6)s         | [D] min: 0.47       max: 3.96      | [R_te] min: 433.06         max: 638.58         Avg: 528.16 (18.59)       | w_noise: 0.03076
Step  475000 (g4.3+d7.4)s         | [D] min: 0.43       max: 4.14      | [R_te] min: 15.75          max: 556.42         Avg: 447.30 (46.74)       | w_noise: 0.03071
Step  480000 (g7.9+d9.3)s         | [D] min: 0.49       max: 3.55      | [R_te] min: 10.23          max: 552.50         Avg: 305.80 (74.30)       | w_noise: 0.03070
Step  485000 (g10.1+d10.9)s       | [D] min: 0.44       max: 3.75      | [R_te] min: -16.45         max: 548.67         Avg: 82.28 (51.15)        | w_noise: 0.03073
Step  490000 (g4.9+d7.8)s         | [D] min: 0.33       max: 3.93      | [R_te] min: -10.93         max: 539.63         Avg: 172.60 (67.62)       | w_noise: 0.03073
Step  495000 (g3.9+d7.3)s         | [D] min: 0.31       max: 3.80      | [R_te] min: -15.18         max: 461.25         Avg: 72.84 (43.44)        | w_noise: 0.03070
Step  500000 (g4.6+d6.4)s         | [D] min: 0.41       max: 3.54      | [R_te] min: -24.36         max: 562.41         Avg: 131.82 (66.87)       | w_noise: 0.03068
Step  505000 (g4.4+d7.3)s         | [D] min: 0.28       max: 3.68      | [R_te] min: -17.47         max: 413.78         Avg: 98.54 (50.78)        | w_noise: 0.03066
Step  510000 (g6.0+d7.8)s         | [D] min: 0.33       max: 4.01      | [R_te] min: -4.24          max: 529.24         Avg: 269.84 (67.11)       | w_noise: 0.03071
Step  515000 (g5.5+d8.3)s         | [D] min: 0.38       max: 3.52      | [R_te] min: -3.90          max: 572.73         Avg: 286.07 (74.08)       | w_noise: 0.03065
Step  520000 (g6.0+d7.9)s         | [D] min: 0.42       max: 3.87      | [R_te] min: 12.04          max: 499.34         Avg: 274.31 (64.19)       | w_noise: 0.03073
Step  525000 (g6.5+d9.0)s         | [D] min: 0.29       max: 3.39      | [R_te] min: -3.03          max: 566.58         Avg: 278.37 (71.30)       | w_noise: 0.03069
Step  530000 (g7.7+d9.4)s         | [D] min: 0.52       max: 3.80      | [R_te] min: 1.02           max: 562.86         Avg: 350.81 (58.45)       | w_noise: 0.03066
Step  535000 (g8.4+d10.8)s        | [D] min: 0.36       max: 3.26      | [R_te] min: -7.35          max: 573.12         Avg: 324.45 (68.82)       | w_noise: 0.03064
Step  540000 (g6.4+d7.2)s         | [D] min: 0.30       max: 3.50      | [R_te] min: -1.83          max: 633.88         Avg: 346.84 (58.85)       | w_noise: 0.03062
Step  545000 (g3.5+d7.6)s         | [D] min: 0.24       max: 3.49      | [R_te] min: 2.21           max: 492.78         Avg: 308.38 (60.90)       | w_noise: 0.03058
Step  550000 (g3.2+d5.6)s         | [D] min: 0.44       max: 3.78      | [R_te] min: -4.37          max: 586.54         Avg: 343.03 (57.54)       | w_noise: 0.03063
Step  555000 (g5.4+d7.5)s         | [D] min: 0.23       max: 3.26      | [R_te] min: -3.86          max: 550.17         Avg: 305.83 (76.81)       | w_noise: 0.03068
Step  560000 (g7.4+d8.7)s         | [D] min: 0.20       max: 3.18      | [R_te] min: -5.88          max: 533.82         Avg: 337.91 (71.19)       | w_noise: 0.03070
Step  565000 (g8.0+d8.9)s         | [D] min: 0.22       max: 3.34      | [R_te] min: -3.66          max: 550.27         Avg: 261.48 (67.42)       | w_noise: 0.03067
Step  570000 (g2.6+d7.4)s         | [D] min: 0.47       max: 3.52      | [R_te] min: -11.90         max: 511.39         Avg: 301.42 (63.68)       | w_noise: 0.03066
Step  575000 (g7.4+d9.0)s         | [D] min: 0.41       max: 3.67      | [R_te] min: -1.23          max: 522.90         Avg: 431.64 (46.42)       | w_noise: 0.03058
Step  580000 (g5.9+d7.8)s         | [D] min: 0.41       max: 3.75      | [R_te] min: 90.65          max: 591.08         Avg: 486.55 (43.68)       | w_noise: 0.03063
Step  585000 (g9.1+d9.6)s         | [D] min: 0.48       max: 3.27      | [R_te] min: 398.63         max: 597.37         Avg: 487.83 (19.33)       | w_noise: 0.03058
Step  590000 (g3.7+d7.3)s         | [D] min: 0.35       max: 3.13      | [R_te] min: -11.97         max: 609.30         Avg: 421.15 (49.52)       | w_noise: 0.03059
Step  595000 (g5.0+d8.2)s         | [D] min: 0.39       max: 3.26      | [R_te] min: -19.29         max: 553.03         Avg: 196.85 (79.42)       | w_noise: 0.03060
Step  600000 (g6.6+d9.3)s         | [D] min: 0.39       max: 3.25      | [R_te] min: -5.34          max: 627.21         Avg: 506.71 (55.98)       | w_noise: 0.03063
Step  605000 (g5.5+d6.8)s         | [D] min: 0.46       max: 3.12      | [R_te] min: -5.10          max: 646.04         Avg: 371.82 (71.58)       | w_noise: 0.03057
Step  610000 (g5.8+d7.3)s         | [D] min: 0.45       max: 2.95      | [R_te] min: -14.47         max: 646.16         Avg: 406.94 (67.09)       | w_noise: 0.03062
Step  615000 (g4.7+d5.9)s         | [D] min: 0.48       max: 3.26      | [R_te] min: 54.17          max: 544.33         Avg: 430.82 (41.43)       | w_noise: 0.03056
Step  620000 (g7.6+d8.1)s         | [D] min: 0.37       max: 3.31      | [R_te] min: -5.32          max: 648.15         Avg: 410.87 (67.41)       | w_noise: 0.03060
Step  625000 (g5.8+d8.0)s         | [D] min: 0.43       max: 3.49      | [R_te] min: 5.42           max: 652.09         Avg: 483.21 (53.68)       | w_noise: 0.03052
Step  630000 (g5.2+d8.7)s         | [D] min: 0.37       max: 2.92      | [R_te] min: -13.54         max: 649.45         Avg: 282.20 (88.00)       | w_noise: 0.03055
Step  635000 (g6.9+d9.2)s         | [D] min: 0.39       max: 3.04      | [R_te] min: -3.20          max: 660.45         Avg: 307.29 (80.68)       | w_noise: 0.03056
Step  640000 (g4.2+d9.1)s         | [D] min: 0.38       max: 3.12      | [R_te] min: -11.36         max: 652.70         Avg: 516.46 (59.74)       | w_noise: 0.03060
Step  645000 (g8.9+d10.7)s        | [D] min: 0.34       max: 3.01      | [R_te] min: -10.22         max: 646.42         Avg: 215.16 (83.87)       | w_noise: 0.03056
Step  650000 (g7.8+d8.5)s         | [D] min: 0.38       max: 3.30      | [R_te] min: -13.86         max: 639.77         Avg: 363.80 (80.26)       | w_noise: 0.03065
Step  655000 (g7.0+d9.8)s         | [D] min: 0.54       max: 3.22      | [R_te] min: -13.47         max: 691.46         Avg: 228.19 (92.16)       | w_noise: 0.03061
Step  660000 (g2.7+d6.7)s         | [D] min: 0.58       max: 3.36      | [R_te] min: -12.67         max: 563.01         Avg: 307.92 (82.05)       | w_noise: 0.03055
Step  665000 (g4.1+d7.3)s         | [D] min: 0.49       max: 3.41      | [R_te] min: 10.15          max: 568.81         Avg: 477.85 (50.13)       | w_noise: 0.03054
Step  670000 (g6.2+d8.2)s         | [D] min: 0.50       max: 3.21      | [R_te] min: -14.43         max: 561.13         Avg: 100.23 (62.55)       | w_noise: 0.03059
Step  675000 (g3.3+d6.2)s         | [D] min: 0.35       max: 3.05      | [R_te] min: -7.86          max: 550.50         Avg: 164.45 (71.44)       | w_noise: 0.03051
Step  680000 (g4.9+d7.8)s         | [D] min: 0.34       max: 2.82      | [R_te] min: -10.33         max: 625.67         Avg: 268.58 (86.24)       | w_noise: 0.03056
Step  685000 (g7.8+d9.0)s         | [D] min: 0.49       max: 3.17      | [R_te] min: -4.78          max: 561.20         Avg: 202.74 (79.79)       | w_noise: 0.03051
Step  690000 (g5.2+d8.3)s         | [D] min: 0.51       max: 3.20      | [R_te] min: -11.05         max: 578.30         Avg: 365.10 (77.56)       | w_noise: 0.03052
Step  695000 (g4.1+d6.5)s         | [D] min: 0.39       max: 3.02      | [R_te] min: -8.25          max: 592.02         Avg: 219.40 (85.51)       | w_noise: 0.03054
Step  700000 (g7.2+d10.0)s        | [D] min: 0.43       max: 3.04      | [R_te] min: -10.46         max: 545.16         Avg: 152.09 (74.28)       | w_noise: 0.03054
Step  705000 (g8.2+d8.5)s         | [D] min: 0.66       max: 3.18      | [R_te] min: -11.36         max: 572.64         Avg: 399.82 (64.75)       | w_noise: 0.03060
Step  710000 (g6.7+d7.9)s         | [D] min: 0.63       max: 3.33      | [R_te] min: -12.23         max: 530.11         Avg: 238.34 (75.69)       | w_noise: 0.03058
Step  715000 (g4.6+d7.5)s         | [D] min: 0.54       max: 2.94      | [R_te] min: -0.68          max: 469.98         Avg: 314.11 (39.97)       | w_noise: 0.03055
Step  720000 (g6.8+d7.6)s         | [D] min: 0.37       max: 3.36      | [R_te] min: 1.81           max: 462.98         Avg: 238.72 (61.44)       | w_noise: 0.03053
Step  725000 (g5.0+d6.8)s         | [D] min: 0.45       max: 3.04      | [R_te] min: -1.59          max: 508.85         Avg: 377.79 (58.98)       | w_noise: 0.03055
Step  730000 (g6.6+d8.3)s         | [D] min: 0.43       max: 3.27      | [R_te] min: -7.21          max: 543.40         Avg: 257.98 (70.42)       | w_noise: 0.03051
Step  735000 (g4.1+d8.1)s         | [D] min: 0.65       max: 3.04      | [R_te] min: 461.69         max: 585.58         Avg: 526.36 (12.64)       | w_noise: 0.03051
Step  740000 (g3.2+d9.4)s         | [D] min: 0.62       max: 3.42      | [R_te] min: 8.37           max: 568.06         Avg: 283.14 (75.68)       | w_noise: 0.03053
Step  745000 (g5.7+d8.8)s         | [D] min: 0.41       max: 2.84      | [R_te] min: -1.42          max: 572.59         Avg: 121.13 (58.86)       | w_noise: 0.03050
Step  750000 (g7.7+d9.0)s         | [D] min: 0.49       max: 3.07      | [R_te] min: 2.17           max: 559.46         Avg: 176.50 (70.24)       | w_noise: 0.03052
Step  755000 (g6.0+d9.3)s         | [D] min: 0.27       max: 3.16      | [R_te] min: 3.68           max: 514.36         Avg: 201.40 (74.21)       | w_noise: 0.03052
Step  760000 (g5.9+d10.0)s        | [D] min: 0.62       max: 3.07      | [R_te] min: 2.87           max: 541.08         Avg: 405.28 (64.30)       | w_noise: 0.03051
Step  765000 (g7.4+d10.7)s        | [D] min: 0.44       max: 2.92      | [R_te] min: -1.61          max: 522.53         Avg: 159.97 (74.30)       | w_noise: 0.03049
Step  770000 (g8.4+d9.0)s         | [D] min: 0.49       max: 2.66      | [R_te] min: -4.02          max: 529.68         Avg: 57.39 (49.80)        | w_noise: 0.03056
Step  775000 (g4.7+d9.1)s         | [D] min: 0.49       max: 3.02      | [R_te] min: -6.78          max: 550.80         Avg: 151.15 (71.81)       | w_noise: 0.03053
Step  780000 (g4.2+d10.0)s        | [D] min: 0.46       max: 2.77      | [R_te] min: -9.97          max: 555.01         Avg: 110.81 (69.30)       | w_noise: 0.03050
Step  785000 (g2.8+d8.2)s         | [D] min: 0.61       max: 2.99      | [R_te] min: -15.79         max: 521.87         Avg: 110.70 (65.21)       | w_noise: 0.03053
Step  790000 (g5.7+d8.7)s         | [D] min: 0.52       max: 3.08      | [R_te] min: -7.37          max: 527.37         Avg: 194.45 (76.30)       | w_noise: 0.03043
Step  795000 (g4.0+d9.3)s         | [D] min: 0.51       max: 3.15      | [R_te] min: -8.10          max: 465.81         Avg: 85.66 (52.78)        | w_noise: 0.03054
Step  800000 (g3.0+d9.1)s         | [D] min: 0.36       max: 2.85      | [R_te] min: -13.71         max: 34.81          Avg: 5.45 (4.93)          | w_noise: 0.03051
Step  805000 (g2.2+d6.8)s         | [D] min: 0.48       max: 3.15      | [R_te] min: -17.31         max: 429.15         Avg: 41.03 (40.98)        | w_noise: 0.03055
Step  810000 (g5.0+d6.1)s         | [D] min: 0.42       max: 2.93      | [R_te] min: -4.53          max: 385.21         Avg: 75.33 (48.35)        | w_noise: 0.03053
Step  815000 (g4.4+d8.8)s         | [D] min: 0.42       max: 2.96      | [R_te] min: -5.19          max: 368.83         Avg: 40.86 (34.62)        | w_noise: 0.03050
Step  820000 (g3.2+d8.9)s         | [D] min: 0.54       max: 2.77      | [R_te] min: -7.52          max: 464.42         Avg: 120.95 (57.20)       | w_noise: 0.03049
